ENGLISH CATEGORY,中文類別,ENGLISH NAME,中文名稱,NORTHING,EASTING,ENGLISH ADDRESS,中文地址,TELEPHONE,FAX NUMBER,OPENING HOURS,EMAIL ADDRESS,WEBSITE
Kindergartens,幼稚園,SUNG KEI KINDERGARTEN (A.M.),崇基幼稚園(上午),824725.6,830592.7,G/F BLK 6 KWAI SHING WEST ESTATE KWAI CHUNG NEW TERRITORIES,新界葵涌葵盛西?第6座地下,24271128,24192372,,,
Kindergartens,幼稚園,SHAN KING ESTATE BAPTIST KINDERGARTEN(WHOLE DAY),山景?浸信會幼稚園(全日),828867.3,814583.2,"WINGS A & B, G/F, BLOCK 7 SHAN KING ESTATE, PHASE II TUEN MUN NEW TERRITORIES",新界屯門山景?第二期第7座地下A及B翼第7座,24640245,24556681,,,http://www.skbkg.edu.hk
Kindergartens,幼稚園,SUN ISLAND ENGLISH KG (BELCHER BRANCH) (A.M.),太陽島英文幼稚園(卑路乍街分校)(上午),815973,831328,G/F ENTRANCE & 1-3/F KA MING BUILDING 56 BELCHER'S STREET HONG KONG,香港卑路乍街56號嘉明大廈地下入口及1至3樓,28187074,28343322,,,http://www.sunisland.edu.hk
Kindergartens,幼稚園,HONG KONG BAPTIST UNIVERSITY - KG (A.M.),香港浸會大學附屬幼稚園(上午),821890.7,836871.5,3/F - 4/F SCE TOWER HONG KONG BAPTIST UNIVERSITY ROAD KOWLOON TONG KOWLOON,九龍九龍塘香港浸會大學道持續教育大樓3及4樓,34112837,34112803,,,http://www.sce.hkbu.edu.hk/hkbuk
Kindergartens,幼稚園,KHALSA DIWAN KINDERGARTEN,KHALSA DIWAN KINDERGARTEN,815069.1,836370.2,G/F 371 QUEEN'S ROAD EAST HONG KONG,香港皇后大道東371號G樓,25724459,25749837,,,
Kindergartens,幼稚園,PLK MRS CHAO KING LIN KINDERGARTEN (A.M.),保良局曹金霖夫人幼稚園(上午),824602.3,828674.9,G/F ON YUN HOUSE CHEUNG ON ESTATE TSING YI NEW TERRITORIES,新界青衣長安?安潤樓地下,24314904,24350790,,,http://www.plkcklkg.edu.hk/
Kindergartens,幼稚園,HK VERNACULAR NORMAL SCH ALUMNI ASSN SCH (A.M.),香港漢文師範同學會學校(上午),819830,835799,22 SAI YEE STREET MONGKOK KOWLOON,九龍旺角洗衣街22號,27704604,23840633,,,http://www.hvnsaas.edu.hk
Kindergartens,幼稚園,YAN CHAI HOSPITAL MING TAK KINDERGARTEN (A.M.),仁濟醫院明德幼稚園(上午),836697.7,817913.9,"G/F, WING B & C, HENG KIN HOUSE BLOCK 1, TIN HENG ESTATE TIN SHUI WAI, YUEN LONG, N.T. (KINDERGARTEN) NEW TERRITORIES",新界元朗天水圍天恒?第一座恒健樓地下B及C翼幼稚園,24865080,24865100,,,http://www.ychmtk.edu.hk
Kindergartens,幼稚園,ELITE KIDS ANGLO-CHINESE KINDERGARTEN (WHOLE DAY),英揚樂兒中英文幼稚園(全日),834829.7,818895.7,SHOP NO KG01 G/F BLOCK A TIN LAI COURT TIN SHUI WAI YUEN LONG NEW TERRITORIES,新界元朗天水圍天麗苑A座地下KG01號舖,,,,,
Kindergartens,幼稚園,YUEN YUEN KINDERGARTEN (PING TIN ESTATE)(WHOLE DAY),圓玄幼稚園(平田?)(全日),818707.9,842384.5,G/F PING SIN HOUSE PING TIN ESTATE LAM TIN KOWLOON,九龍藍田平田?平善樓地下,22437116,21776722,,,http://www.yuenyuenkg.edu.hk
Kindergartens,幼稚園,HK CHINESE CHURCH OF CHRIST THE LIGHT KG(WHOLE DAY),香港華人基督會煜明幼稚園(全日),819547.1,845546.7,G/F HEI MING HOUSE YUK MING COURT TSEUNG KWAN O NEW TERRITORIES,新界將軍澳煜明苑熹明閣地下,26232911,26232799,,,http://hkccclk.edu.hk
Kindergartens,幼稚園,SUN ISLAND ENGLISH KG (YAU MA TEI BR)(WHOLE DAY),太陽島英文幼稚園﹝油麻地分校﹞(全日),819220.7,835484.9,ENTRANCE AREA ON G/F AND 1/F TUNG PO COURT 202 RECLAMATION STREET YAUMATEI KOWLOON,九龍油麻地新填地街202號東寶閣1樓及地下入口,23391925,28343322,,,http://www.sunisland.edu.hk
Kindergartens,幼稚園,TAI PO RHENISH CHURCH KINDERGARTEN (A.M.),大埔禮賢會幼稚園(上午),834707.6,835028.1,7 TING KOK ROAD TAI PO NEW TERRITORIES,新界大埔汀角路7號,21440708,21440963,,,http://www.rcktp.edu.hk
Kindergartens,幼稚園,CHRISTIAN ALLIANCE LOUEY CHOY KWAN LOK KG(P.M.),宣道會雷蔡群樂幼稚園(下午),822024.9,833999.6,"G/F, UN SHING HOUSE UN CHAU ESTATE SHAMSHUIPO KOWLOON",九龍深水?元州?元盛樓地下,27204718,27204382,,,http://www.calcklkg.edu.hk
Kindergartens,幼稚園,SKH ST PETER'S CH SHAN KING ESTATE KG(P.M.),聖公會青山聖彼得堂山景?幼稚園(下午),828651.2,814446.5,"NO 1 - 11, G/F, KING KWAI HOUSE SHAN KING ESTATE, PHASE I TUEN MUN NEW TERRITORIES",新界屯門山景?第一期景貴樓地下1至11號,24668366,24660860,,,http://www.spckg.edu.hk/shanking/shanking.html
Kindergartens,幼稚園,FU SHAN KINDERGARTEN(WHOLE DAY),富山幼稚園(全日),822629.3,839583.7,G/F NO. 4 FU SHUN HOUSE FU SHAN ESTATE PO KONG VILLAGE ROAD WONG TAI SIN KOWLOON,九龍黃大仙蒲崗村道富山?富信樓4號地下,23514259,23232853,,,
Kindergartens,幼稚園,LITTLE DALTON KINDERGARTEN(A.M.),道爾頓幼稚園,812402.6,832368.5,NO KG01 G/F WAH SIN HOUSE WAH KWAI ESTATE HONG KONG,香港華貴?華善樓地下KG01號,,,,,
Kindergartens,幼稚園,PLK MRS VICWOOD KT CHONG KINDERGARTEN (WHOLE DAY),保良局莊?程夫人幼稚園(全日),838168.8,832638.5,G/F YIU MING HOUSE WAH MING ESTATE FANLING NEW TERRITORIES,新界粉嶺華明?耀明樓地下,2675 0012,2676 0112,,,
Kindergartens,幼稚園,TRUTH BAPTIST CHURCH KINDERGARTEN(P.M.),真理浸信會幼稚園(下午),826896.1,837344.8,3/F BLK 3 & 4 WAI WAH CENTRE 11-17 SHA TIN CENTRE SHATIN NEW TERRITORIES,"新界沙田正街11-17號偉華中心3,4座三樓",26063933,26066266,,,http://www.truthbaptist.org.hk
Kindergartens,幼稚園,DIAMOND HILL BAPT CH BRIGHT BLOSSOMS KG (A.M.),鑽石山浸信會美欣幼稚園(上午),821470.3,839601.1,104-105 & 109-116 WONG SHEK HOUSE PING SHEK ESTATE KOWLOON,九龍坪石?黃石樓地下104一105及109一116室,23238731,23536953,,,http://www.dhbcbbkg.org
Kindergartens,幼稚園,WELLCOME INTERNATIONAL KINDERGARTEN(P.M.),宏廣國際幼稚園(下午),831077.4,816656.1,KINDERGARTEN & NURSERY G/F THE SHERWOOD 8 FUK HANG TSUEN ROAD LAM TEI TUEN MUN NEW TERRITORIES,新界屯門藍地福亨村路8號豫豐花園地下幼稚園及幼兒園,,,,,
Kindergartens,幼稚園,KIN SANG LUTHERAN KINDERGARTEN(P.M.),路德會建生幼稚園(下午),829643.1,815044.8,"G/F WINGS A&B, HONG SANG HOUSE KIN SANG ESTATE TUEN MUN NEW TERRITORIES",新界屯門建生?康生樓A及B翼地下,24670220,24664209,,,http://www.lutheran-kinsang.com/
Kindergartens,幼稚園,MA ON SHAN LING LIANG KINDERGARTEN (A.M.),馬鞍山靈糧幼稚園(上午),831424.8,841323.8,G/F CHUNG TAK HOUSE CHUNG ON ESTATE MA ON SHAN SHATIN NEW TERRITORIES,新界沙田馬鞍山頌安?頌德樓地下,28817848,28817238,,,http://www.lingliang.org.hk
Kindergartens,幼稚園,SKH HOLY TRINITY CH TSANG SHIU TIM KG (A.M.),聖公會聖三一堂曾肇添幼稚園(上午),820735.9,837491.7,G-2/F 135 MA TAU CHUNG ROAD KOWLOON CITY KOWLOON,九龍九龍城馬頭涌道135號G-2樓,27138109,27604605,,,http://www.tstkg.edu.hk
Kindergartens,幼稚園,SUN ISLAND ENGLISH KG (KWAI CHUNG BR)(WHOLE DAY),太陽島英文幼稚園(葵涌分校)(全日),825100.3,832131.3,G/F KWAI WAH BUILDING NO 11 TAI LOONG STREET KWAI CHUNG NEW TERRITORIES,新界葵涌大隴街11號葵華大廈地下,24223096,28343322,,,http://www.sunisland.edu.hk
Kindergartens,幼稚園,TUNG CHUNG CATHOLIC KINDERGATEN (P.M.),東涌天主教幼稚園(下午),815782.7,811374.6,"2/F, CARPARK NO. 2 YAT TUNG ESTATE TUNG CHUNG LANTAU ISLAND NEW TERRITORIES",新界大嶼山東涌逸東?2號停車場2樓,31417355,31417033,,,http://www.tungchungckg.edu.hk
Kindergartens,幼稚園,YUEN LONG CH (CCC) LTD CHAN KWONG KG (A.M.),中華基督教會元朗堂有限公司真光幼稚園(上午),834168.8,820603.3,5-7 PING SHUN STREET YUEN LONG NEW TERRITORIES,新界元朗新界元朗屏信街5-7號,24765623,24758718,,,http://www.chankwong.edu.hk
Kindergartens,幼稚園,HONG KONG TRUE LIGHT KG (CAINE ROAD)(WHOLE DAY),香港真光幼稚園(堅道)(全日),815862.4,833692.2,"G/F - 2/F, 75 CAINE ROAD HONG KONG",香港堅道75號地下至二樓,25259388,25257877,,,http://www.truelightk-c.edu.hk
Kindergartens,幼稚園,LOTUS ASSOCIATION OF HK SIU HEI COURT KG(WHOLE DAY),香海蓮社兆禧苑幼稚園(全日),826084.3,814556.7,"G/F COMMERCIAL CENTRE, SIU HEI COURT TUEN MUN NEW TERRITORIES",新界屯門兆禧苑商業中心地下,24412928,26181613,,,
Kindergartens,幼稚園,CATILINE KINDERGARTEN (FANLING)(WHOLE DAY),嘉德麗幼稚園(粉嶺)(全日),838955.9,832715.7,PHASE 1 FANLING CENTRE PODIUM G/F F.L.T.L. 5317 D.D. 51 FANLING NEW TERRITORIES,新界粉嶺粉嶺中心第一期商場地下,26824600,26830687,,,http://www.catiline.edu.hk
Kindergartens,幼稚園,INTERNATIONAL MONTESSORI SCH - AN IMEF (A.M.),蒙特梭利國際學校(上午),811484.7,833366.8,"KINDERGARTEN PREMISES, PODIUM LEVEL 2 PHASE III, SOUTH HORIZONS 17-23A SOUTH HORIZON DRIVE AP LEI CHAU HONG KONG",香港鴨?洲海怡路17-23A號海怡半島第3期二層平台幼稚園校舍,2861 0339,3006 2950,,,http://www.montessori.edu.hk/
Kindergartens,幼稚園,YMCA OF HONG KONG INTERNATIONAL KG(P.M.),香港基督教青年會國際幼稚園(下午),817328.1,835669.7,2/F BRADBURY WING YMCA OF HONG KONG 41 SALISBURY ROAD TSIM SHA TSUI KOWLOON,九龍尖沙咀梳士巴利道41號香港基督教青年會2樓,22687757,27224040,,,http://www.ymcahk.org.hk
Kindergartens,幼稚園,SKH ST PETER'S CH SHAN KING ESTATE KG(WHOLE DAY),聖公會青山聖彼得堂山景?幼稚園(全日),828653.3,814443.8,"NO 1 - 11, G/F, KING KWAI HOUSE SHAN KING ESTATE, PHASE I TUEN MUN NEW TERRITORIES",新界屯門山景?第一期景貴樓地下1至11號,24668366,24660860,,,http://www.spckg.edu.hk/shanking/shanking.html
Kindergartens,幼稚園,ST ANTONIUS KINDERGARTEN(P.M.),聖安當幼稚園(下午),818043.6,842454.6,"1/F., 1 YAU TONG ROAD KWUN TONG KOWLOON",九龍觀塘油塘道1號1樓(不包括音樂室及禮堂),23490221,23490201,,,http://www.stakg.edu.hk
Kindergartens,幼稚園,GOOD HEALTH AC KG (MA ON SHAN)(P.M.),康傑中英文幼稚園(馬鞍山)(下午),831745,842584,SADDLE RIDGE GARDEN STTL352 AREA 103 MA ON SHAN SHATIN NEW TERRITORIES,新界沙田馬鞍山馬鞍台富寶花園,26411717,26404013,,,http://www.good-health.edu.hk
Kindergartens,幼稚園,ECFB CREATIVITY KINDERGARTEN(WHOLE DAY),基督教中國佈道會恩恩創意幼稚園(全日),823172.8,839062.2,TSZ HONG ESTATE TSZ WAN SHAN KOWLOON,九龍慈雲山慈康?,29975299,29975288,,,http://www.ecfbck.edu.hk
Kindergartens,幼稚園,SA CENTALINE CHARITY FUND YAU TONG KG(A.M.),救世軍中原慈善基金油塘幼稚園(上午),818014.1,842223.9,LEVEL 4 CARPARK BLOCK YAU LAI ESTATE YAU TONG KOWLOON,九龍油塘油麗?停車場大廈四樓,,,,,
Kindergartens,幼稚園,TSUEN WAN BAPTIST CHURCH KINDERGARTEN (A.M.),荃灣浸信會幼稚園(上午),825686.7,830424.5,G/F & 1/F 99 CASTLE PEAK ROAD TSUEN WAN NEW TERRITORIES,新界荃灣青山道99號地下及2樓,24133819,24190808,,,http://www.tsuenwanbckg.edu.hk
Kindergartens,幼稚園,TWGHS NICKON KG(WHOLE DAY),東華三院力勤幼稚園(全日),820300,844794.3,"G/F., HO MING COURT TSEUNG KWAN O NEW TERRITORIES",新界將軍澳浩明苑地下,27060202,27060287,,,http://www.twghnkkg.edu.hk
Kindergartens,幼稚園,CANNAN KINDERGARTEN (WHAMPOA GARDEN) (P.M.),迦南幼稚園(黃埔花園)(下午),818533.7,837784,PORTION OF G/F COMMERCIAL PODIUM SITE 10 WHAMPOA GARDEN HUNG HOM KOWLOON (EXCLUDING CHILD CARE CENTRE),九龍紅磡黃埔花園第十期部分商場平台地下(不包括幼兒中心),2330 3336,2954 0896,,,http://www.cannan.edu.hk
Kindergartens,幼稚園,CHRISTIAN YOUTH CENTRE KG (YAU TONG)(P.M.),基督教中心幼稚園(油塘)(下午),817771.1,842626.2,3/F PHASE 5 YAU TONG ESTATE KOWLOON,九龍油塘?第五期三樓,,,,,
Kindergartens,幼稚園,SKH KINDLY LIGHT CHURCH OR PUI CHEUNG KG (A.M.),聖公會慈光堂柯佩璋幼稚園(上午),822973.1,838093.4,"NOS 101-108 & 117-124, G/F,TUNG YUEN HSE CHUK YUEN NORTH ESTATE WONG TAI SIN KOWLOON",九龍黃大仙竹園北?桐園樓地下,23254254,23241730,,,http://www.skhklcopc.edu.hk
Kindergartens,幼稚園,CANNAN KINDERGARTEN (HONG KONG) (A.M.),迦南幼稚園﹝香港﹞(上午),812194.4,833837.8,SHOP 7B 1/F ABERDEEN CENTRE 13-23 NAM NING STREET ABERDEEN HONG KONG,香港香港仔南寧街13-23號香港仔中心1樓7B舖,25551110,25552494,,,http://www.cannan.edu.hk
Kindergartens,幼稚園,TWGH CHAN KING HAR KINDERGARTEN (A.M.),東華三院馬陳景霞幼稚園(上午),825663.4,836634.5,G/F SUN YUET HOUSE SUN CHUI ESTATE SHATIN NEW TERRITORIES,新界沙田新翠?新月樓地下,26044380,26081489,,,http://www.twghckhkg.edu.hk
Kindergartens,幼稚園,TSIM SHA TSUI FUNFUL INTERNATIONAL KG (A.M.),尖沙嘴方方樂趣國際幼稚園(上午),818077.5,835828.1,G-1/F 136A NATHAN ROAD JORDAN KOWLOON,九龍佐敦彌敦道136A地下及二樓,23113883,23691997,,,http://www.funful.hk
Kindergartens,幼稚園,C&MA CHURCH TAI WO KINDERGARTEN(WHOLE DAY),基督教宣道會太和幼稚園(全日),834633.8,834826.7,G/F SUN WO HOUSE TAI WO ESTATE TAI PO NEW TERRITORIES,新界大埔太和?新和樓地下,26509555,26520120,,,http://www.cmtwkg.edu.hk
Kindergartens,幼稚園,SKH ST PETER'S CH CP SIU LUN COURT KG(WHOLE DAY),聖公會青山聖彼得堂兆麟苑幼稚園(全日),827234,815675.7,"G/F COMMERCIAL CENTRE, SIU LUN COURT TUEN MUN NEW TERRITORIES",新界屯門兆麟苑商場地下,26182868,26186611,,,http://www.spckg.edu.hk
Kindergartens,幼稚園,YAN OI TONG PONG LO SHUK YIN KG (P.M.),仁愛堂龐盧淑燕幼稚園(下午),821514,833162.1,"UNIT 114, 1/F HOI LAI SHOPPING CENTRE HOI LAI ESTATE SHAMSHUIPO KOWLOON",九龍深水?海麗?海麗商場1樓114號,35146333,35146322,,,http://ppe.yot.org.hk/
Kindergartens,幼稚園,SUN ISLAND KG (MA TAU WAI BRANCH)(P.M.),太陽島幼稚園(馬頭圍分校)(下午),819002.6,837352.9,"GROUND FLOOR ENTRANCE WHOLE OF 1ST & 2ND FLOOR GREENLAND COURT, 88 MA TAU WAI ROAD HUNG HOM KOWLOON",九龍紅磡馬頭圍道88號海青閣地下入口及一二樓全層,"23409329, 23409405",28343322,,,http://www.sunisland.edu.hk
Kindergartens,幼稚園,THE INTERNATIONAL MONTESSORI SCHOOL - AN IMEF SCHOOL(A.M.),蒙特梭利國際學校(上午),816234.4,833196.2,M/F & OFFICE 1 OF 1/F TUNG FAI GARDENS 17 PO YAN STREET SHEUNG WAN HONG KONG,香港上環普仁街17號東輝花園1樓1室及閣樓,28577007,30062950,,,
Kindergartens,幼稚園,SA HING YAN KINDERGARTEN (A.M.),救世軍慶恩幼稚園(上午),819803.9,845303,G/F COMMERCIAL CENTRE HAU TAK ESTATE TSEUNG KWAN O NEW TERRITORIES,新界將軍澳厚德?商場地下,27066222,27049262,,,http://www.salvation.org.hk/kindy/hy
Kindergartens,幼稚園,YAN OI TONG DAN YANG WING MAN KG (A.M.),仁愛堂鄧楊詠曼幼稚園(上午),818628.4,844100.8,G/F CHOI KWAI HOUSE CHOI MING COURT TSEUNG KWAN O NEW TERRITORIES,新界將軍澳彩明苑彩貴閣地下,27060827,27061800,,,http://ppe.yot.org.hk/
Kindergartens,幼稚園,TSIM SHA TSUI FUNFUL INTERNATIONAL KG(P.M.),尖沙嘴方方樂趣國際幼稚園(下午),818078.9,835827.6,G-1/F 136A NATHAN ROAD JORDAN KOWLOON,九龍佐敦彌敦道136A地下及二樓,23113883,23691997,,,http://www.funful.hk
Kindergartens,幼稚園,YIU TUNG BAPTIST KINDERGARTEN(P.M.),耀東浸信會幼稚園(下午),815519.6,840910.7,"G/F WINGS B & C, YIU FU HOUSE YIU TUNG ESTATE SHAUKIWAN HONG KONG",香港筲箕灣耀東?耀富樓B翼及C翼地下,25358493,25685920,,,http://www.yiutung-bapkg.edu.hk
Kindergartens,幼稚園,YMCA OF HK BEACON INTERNATIONAL KG (P.M.),香港基督教青年會耀信國際幼稚園(下午),822347.8,834087.7,PORTION OF L/G YMCA OF HONG KONG BEACON CENTRE-LIFELONG LEARNING INSTITUTE 373 PO ON ROAD KOWLOON,九龍保安道373號港青西九龍耀信發展學習中心低層部份,2268 7093,2311 5809,,,
Kindergartens,幼稚園,LAM TIN LING LIANG KINDERGARTEN (A.M.),藍田靈糧幼稚園(上午),818467.9,841384.8,G/F SITE A NO.12 LAGUNA STREET LAGUNA CITY KWUN TONG KOWLOON,九龍觀塘麗港城麗港街12號A區地下,28056699,27720868,,,http://www.lingliang.org.hk
Kindergartens,幼稚園,SHUN SANG ANGLO-CHINESE KINDERGARTEN (A.M.),信生中英文幼稚園(上午),823246.2,838847,G/F ON YAN HOUSE TSE ON COURT TSE WAN SHAN KOWLOON,九龍慈雲山慈安苑安欣地下B＆C翼,23231074,23232621,,,http://www.ssack.edu.hk
Kindergartens,幼稚園,KOWLOON CITY BAPTIST CHURCH KINDERGARTEN (A.M.),九龍城浸信會幼稚園(上午),820628.1,837187,2-3/F 206 ARGYLE STREET KOWLOON,九龍亞皆老街206號2及3樓,27131875,26245449,,,http://www.baptist.org.hk/kindergarten/kcbc/index.htm
Kindergartens,幼稚園,CHR ALLIANCE CHEN LEE WING TSING MEM KG(P.M.),宣道會陳李詠貞紀念幼稚園(下午),834698.4,818388,"WING A & A, G/F, YIU CHEONG HOUSE TIN YIU ESTATE TIN SHUI WAI NEW TERRITORIES",新界天水圍天耀?耀昌樓地下A及B翼,24458469,24486162,,,http://www.caclwtmk.edu.hk
Kindergartens,幼稚園,TRUTH BAPTIST CHURCH HO YUEN WAI KING KG(WHOLE DAY),真理浸信會何袁惠?幼稚園(全日),838117.6,832315.6,"SHOP NO 109, SHOPPING CENTRE YUNG SHING COURT FANLING NEW TERRITORIES",新界粉嶺雍盛苑商場109號舖,26065599,26065611,,,http://www.truthbaptist.org.hk
Kindergartens,幼稚園,HO LAP KG (SPONSORED BY SIK SIK YUEN)(WHOLE DAY),嗇色園主辦可立幼稚園(全日),823122.1,838553.1,"WING B & C,G/F., LOK SHUN HOUSE TSZ LOK ESTATE TSZ WAN SHAN WONG TAI SIN KOWLOON","九龍黃大仙慈雲山慈樂?樂信樓地下B,C翼",23248201,23284693,,,http://www.siksikyuen.org.hk
Kindergartens,幼稚園,YLC(CCC) LTD LONG PING EST CHAN KWONG KG(P.M.),中華基督教會元朗堂有限公司朗屏?真光幼稚園(下午),834403.8,820409,G/F HAY PING HOUSE LONG PING ESTATE YUEN LONG NEW TERRITORIES,新界元朗朗屏?喜屏樓地下七座,24759462,24735810,,,http://www.lpeckk.edu.hk
Kindergartens,幼稚園,KWUN TONG BAPTIST CHURCH KINDERGARTEN (A.M.),官塘浸信會幼稚園(上午),819968,840949,G/F 83 KUNG LOK ROAD KWUN TONG KOWLOON,九龍觀塘功樂道83號,23424008,27903178,,,http://www.ktbckg.edu.hk
Kindergartens,幼稚園,TRUTH BAPTIST CHURCH PICTORIAL KG (A.M.),真理浸信會碧濤幼稚園(上午),828334,839454,POD/ F PICTORIAL GARDENS 19-21 ON KING STREET SHATIN NEW TERRITORIES,新界沙田安景街19-21號碧濤花園平台,26356933,26356960,,,http://www.truthbaptist.org.hk
Kindergartens,幼稚園,ST ROSE OF LIMA'S KINDERGARTEN (A.M.),聖羅撒幼稚園(上午),820840,836117,"G/F-2/F & ROOM A & B, G/F, OLD BLOCK 104 BOUNDARY STREET KOWLOON",九龍界限街104號地下至2樓及舊座地下A及B室,23383138,23372623,,,http://www.roselima.edu.hk
Kindergartens,幼稚園,ECFB CREATIVITY KINDERGARTEN (A.M.),基督教中國佈道會恩恩創意幼稚園(上午),823171.8,839062.2,TSZ HONG ESTATE TSZ WAN SHAN KOWLOON,九龍慈雲山慈康?,29975299,29975288,,,http://www.ecfbck.edu.hk
Kindergartens,幼稚園,NORWEGIAN INTERNATIONAL SCHOOL (WHOLE DAY),NORWEGIAN INTERNATIONAL SCHOOL (WHOLE DAY),834270,835602,TAI PO BUNGALOW KWONG FUK ROAD TAI PO NEW TERRITORIES,新界大埔廣福道大埔平房及170號錦山路,26580341,26510050,,,http://www.nis.edu.hk/
Kindergartens,幼稚園,REGINA COELI ANGLO-CHINESE KG (2ND BR)(P.M.),天后中英文幼稚園(二校)(下午),826884.1,815847.6,"11 - 16, G/F, MOON YU HOUSE SAM SHING ESTATE TUEN MUN NEW TERRITORIES",新界屯門三聖?滿漁樓地下11-16號,24580796,24580796,,,http://www.rck.edu.hk
Kindergartens,幼稚園,CHR THE FAITH HOPE L CH YAT TUNG KG (A.M.),基督徒信望愛堂逸東幼稚園(上午),815931.1,811372.7,"KINDERGARTEN NO 6, 3/F YAT TUNG SHOPPING CENTRE TUNG CHUNG NEW TERRITORIES",新界東涌逸東商場3字樓6號幼稚園校舍,21090198,21090813,,,http://www.yatungkg.edu.hk
Kindergartens,幼稚園,BUDDHIST TSANG KOR SING ANGLO-CHINESE KG(WHOLE DAY),佛教曾果成中英文幼稚園(全日),821474.5,834133.8,301 - 313 THIRD LEVEL LAI HUEN HOUSE LAI KOK ESTATE SHAM SHUI PO KOWLOON,九龍深水?麗閣?麗萱樓三樓平台,"23611267, 23611268",23879041,,,http://www.tsangkorsing.edu.hk
Kindergartens,幼稚園,BAPTIST CONVENTION OF HK PO TIN KG (A.M.),香港浸信會聯會寶田幼稚園(上午),830014.5,814613.2,"NO. 202, 2/F, PO TIN SHOPPING CENTRE TUEN MUN NEW TERRITORIES",新界屯門寶田商場2樓202號,24555378,24555380,,,http://www.potinkg.com
Kindergartens,幼稚園,PLK YICK CHARK FUNG KINDERGARTEN (A.M.),保良局易澤峰幼稚園(上午),820777.4,844095.2,G/F PO YAN HOUSE PO LAM ESTATE TSEUNG KWAN O NEW TERRITORIES,新界將軍澳寶林?寶仁樓,27010808,27031718,,,http://www.kids-club.net/edu/ycfkg
Kindergartens,幼稚園,LOK FU RHENISH CHURCH KINDERGARTEN(P.M.),樂富禮賢會幼稚園(下午),822426.6,837225.4,RM 1-9 G/F WANG WAI HOUSE WANG TAU HOM ESTATE WANG TAU HOM KOWLOON,九龍橫頭磡橫頭磡?宏偉樓地下1-9室,23364705,23369216,,,http://lfkg.rhenish.org
Kindergartens,幼稚園,SUN ISLAND ENGLISH KG (SAI KUNG)(WHOLE DAY),太陽島英文幼稚園(西貢分校)(全日),826715,845700.8,"G/F TOWER 11, LAKESIDE GARDEN 1 CHUI TONG ROAD SAI KUNG NEW TERRITORIES",新界西貢翠塘路1號翠塘花園地下11座,23391145,28343322,,,http://www.sunisland.edu.hk
Kindergartens,幼稚園,GRACE BAPTIST KINDERGARTEN(WHOLE DAY),懷恩浸信會幼稚園(全日),817021.1,838675.9,"1/F, ODEON BUILDING NO 28 SHU KUK STREET NORTH POINT HONG KONG",香港北角書局街28號國賓大?1字樓,25784275,30074953,,,http://www.hkbkec.edu.hk/gbkt/
Kindergartens,幼稚園,YORK ENGLISH PRI SCH & KG (KOWLOON TONG)(P.M.),約克英文小學暨幼稚園(九龍塘)(下午),821687.5,836361.9,G/F & 1/F 8 YORK ROAD & G/F 10 YORK ROAD KOWLOON TONG KOWLOON,九龍九龍塘約道8號地下及1樓及約道10號地下,"23363012, 23361119",23369657,,,http://www.york.edu.hk
Kindergartens,幼稚園,AGNES KINDERGARTEN (GRANDEUR TERRACE)(WHOLE DAY),雅麗斯俊宏軒幼稚園(全日),836574,818264,"KINDERGARTEN OF GRANDEUR TERRACE TIN SHUI WAI, YUEN LONG NEW TERRITORIES",新界元朗天水圍俊宏軒幼稚園,34018128,34018148,,,http://www.agneskg.edu.hk
